text;label;my_label
разборка ревизия сборка техническое обслуживание и устранение дефектов оборудования смонтированного на панелях релейной защиты;0;0
ремонт и регулирование реле со вскрытием реле устранением дефектов механизма кинематики электрической схемы регулированием балансировкой заменой деталей;0;0
ремонт и техническое обслуживание комплектных испытательных устройств для проверки защит устройств электромагнитной и электромеханической блокировки сборка испытательных схем для проверки наладки релейных защит средней сложности и устройств автоматики измерительных трансформаторов приводов масляных выключателей и испытания изоляции цепей вторичной коммутации;0;0
качественная мойка автомобилей;0;0
работа с медицинской документацией;0;0
умение делать классический массаж;0;0
знанием методик массажа при заболеваниях;0;0
оформление первичной документации;0;0
оформление договоров поставки товара;0;0
оприходование списания возврат комплектация товара;0;0
оформление ркопко авансовых отчетов;0;0
обработка входящих звонков;1;1
формирование и отправка прайслистов;0;1
переоценка товара;0;1
прием входящих звонков;1;1
ответы в мессенджерах wa telegram вк;0;1
запись клиентов формирование плотной записи;1;1
обратная связь работа с отзывами;0;1
прием поставок косметики;0;0
интернет магазин создание накладных сборка и отправка товара;0;0
проверка предоставленных со стороны клиентов документов;1;1
формирование и отправка заявки по лизинговой сделке на рассмотрение в crm;0;0
составление договоров по лизинговой сделке;0;1
отчеты по результатам работы подразделения;0;1
выполнение работ по обслуживанию и ремонту интерьерного оборудования воздушных судов;0;0
сопровождение и поддержка информационных систем;0;0
техническая поддержка пользователей;0;0
настройка ит оборудования и рабочих мест;0;0
монтаж сети рабочих мест;0;0
резка металла на гильотине гильотинные ножницы;0;0
учет поступающей проектной и рабочей документации контроль за ее актуальностью;1;1
разработка ппр на отдельные виды работ контроль исполнения;0;0
анализ графика получения рд анализ рд с последующей выдачей замечаний к проектам;0;0
своевременное обеспечение рд документацией стройплощадки и подрядных организаций контроль актуальности;0;0
составление ведомостей объемов работ в соответствии с проектной и рабочей документацией с согласованием в службе заказчика;0;1
ведение накопительных ведомостей объемов работ;0;1
ведение деловой переписки с заказчиком проектировщиком и подрядчиками;0;1
оформление исполнительной документации по объектам строительствареконструкциикап ремонта ;0;0
защита выполненных объемов работ и исполнительной документации перед заказчиком;0;0
ведение деловой переписки по техническим вопросам;0;0
ввод первичной документации накладные на приход товара расходные операции по товару выписка ттн тн сверки с поставщиками и покупателями;0;0
администрирование процесса quotраспорядительные документыquot в сэд ;0;0
организация и контроль оперативной обработки поступающих входящих документов;1;1
администрирование процесса quotисходящие документыquot в сэд;0;0
ведение внутренней служебной переписки;0;0
оперативное и архивное хранение использование и уничтожение документов организации;0;0
администрирование процесса quotизготовление учет использование хранение и уничтожение печатей и штамповquot;0;0
ведение конфиденциального делопроизводства в сэд;0;0
поддержание в актуальном состоянии организационной директории сэд тесса;0;0
подготовка проектов договорных документов по направлению делопроизводства и своевременное внесение изменений в договорные документы в соответствии с требованиями действующих организационнораспорядительных документов общества ежемесячное закрытие по договору;0;0
работа на строительном объекте возле с ембаево;0;0
доставка посылок со складасортировочного центра до пунктов выдачи заказов wildberries;0;0
увязка грузов весом не более пяти тонн или погонажной продукции длиной до трех метров;0;0
контролировать перемещение груза и при необходимости сопровождать его;0;0
снятие строп после опускания;0;0
в процессе работы взаимодействовать с крановщиком при помощи специальных сигналов;0;0
полное сопровождение филиалов ;0;0
координирование запросов франчайзи по юридическим и техническим вопросам;0;0
улучшение бизнеспроцессов по взаимодействию с франчайзи;0;0
руководство отделом сопровождения;0;0
ведение документооборота ;0;0
контроль исполнения обязательств как со стороны управляющей компании так и со стороны партнера;0;0
организация обучений франчайзи ;0;0
составление аналитических отчетов по работе направления;1;1
ведение переговоров с поставщиками;0;0
контроль движения грузов и сроков отгрузки товара;0;0
контролирует исполнение обязательств перед поставщиками;0;0
контроль наличия товара на складе и своевременное пополнение запасов;0;0
рассматриваем соискателей без опыта работы всему научим;0;0
осуществление своевременного и качественного технического надзора на заводахизготовителях в соответствии с требованиями контрактов и договоров;0;0
проведение инспекционного контроля гпа ;0;0
своевременное предоставление своему непосредственному руководителюкоординатору информации о ходе выполнения работ соблюдения сроков объемов работ замечаниях нарушениях и возникших разногласиях по роду деятельности с представителями или ответственными лицами;0;0
принятие действенных мер по предупреждению брака продукции и предотвращению производства продукции с низким качеством;0;0
выполнение работы по проведению независимого технического надзора за производством и отгрузкой продукции в соответствии с согласованными quotппиquot;0;0
проведение проверки наличия сертификатов соответствия паспортов заводовизготовителей на применяемые изделия и материалы их соответствие стандартам техническим условиям и проектным решениям;0;0
формирование установленной еженедельной и ежемесячной отчетности по техническому надзору;0;0
своевременная выдача обоснованных предписаний на устранение выявленных несоответствий требованиям нормативных документов и проектной документации а также ведение последующего контроля над устранением выявленных несоответствий;0;0
выполнение в полном объеме и в установленные сроки заданий вышестоящих руководителей;0;0
линейная часть магистральных нефтепроводов;0;0
техническое обслуживание линейной части магистральных нефтепроводов;0;0
ремонт трубопроводов нефти;0;0
аварийновосстановительные работы на магистральных нефтепроводах;0;0
устройство и эксплуатация основных приспособлений и механизмов для ремонта мт;0;0
пассивная защита трубопроводов от коррозии рулонными материалами и термоусаживающимися материалами;0;0
безопасное производство работ на линейной части магистральных трубопроводов;0;0
обслуживание и ремонт очистных устройств порядок работы с кпп сод;0;0
монтаж ремонтных конструкций на трубопровод;0;0
обслуживание и ремонт трубопроводов и трубопроводной арматуры;0;0
принятие заказов за кассой;0;0
работа с витриной;0;0
приготовление напитков;0;0
доброжелательность и позитив;0;0
сборка и отправка заказов;0;0
расчт курьеров в конце дня;0;0
дорожные работы;0;0
антикоррозионная защита металлоконструкций в ручную а так же покрасочными аппаратами;0;0
осуществлять оперативную поддержку пользователей локальной корпоративной сети сети корпоративной связи сети передачи данных систем видеонаблюдения;0;1
настройка работы и техническое обслуживание оборудования поддержка доменной инфрастуктуры activedirectory ms windows server ;0;0
работа с сетевым оборудованием mikrotik cisco;0;0
оперативное руководство погрузочноразгрузочными операциями;0;0
контроль хода выполнения погрузочноразгрузочных работ предпринимать меры по предупреждению и устранению нарушений;0;0
контроль за соблюдением сотрудниками правил от и тб;0;0
контроль за соблюдением сотрудниками правил производственной и трудовой дисциплины;0;0
оформление первичных документов по учету рабочего времени;1;0
сортировка продукции;0;0
укладка и пересечение продукции;0;0
 отвечать на телефонные звонки фиксировать и передавать служебную информацию руководителю и сотрудникам компании обеспечение документооборота компании входящая и исходящая корреспонденция регистрация учет хранение архивирование документов подготовка проектов писем запросов и других документов касающихся деятельности компании подготовка совещаний и заседаний проводимых руководителем организация командировок сотрудников заказывать авиа и железнодорожные билеты бронировать гостиницы обеспечение офиса канцтоварами расходными материалами и иными товарноматериальными ценностями необходимыми для работы офиса контроль за надлежащим состоянием офисного оборудования коммуникаций при выявлении неисправностей офисной оргтехники и иного оборудования вызов специалистов для проведения ремонтных работ и иных видов технического обслуживания исполнение поручений руководителя;0;1
штамповка деталей и изделий из металла;0;0
работа на прессах;0;0
с любовью встречать всех наших гостей;0;0
отвечать на звонки и вести записи;0;1
чистота и порядок у тебя в крови;0;0
ты пунктуальна и ответственна и желаешь работать в уютной студии заботы о теле в позитивном коллективе;0;0
обеспечение выкладки товара в магазинах согласно стандартам компании и планограмме сети;0;0
ротация продукции;0;0
отслеживание корректности ценников;0;0
увеличение полочного пространства;0;0
составление заказа;0;0
экспедирование груза;0;0
обеспечение сохранности груза в процессе доставки;0;0
содержание транспортного средства в технически исправном состоянии;0;0
соблюдение правил перевозки грузов;0;0
перегон и расстановка автомобилей по территории автосалона;0;0
предпродажная подготовка ;0;0
следить за внешним видом выставленных в шоуруме автомобилей;0;0
сотрудничество с сервисами по ремонту и с мойкой;0;0
дополнительные поручения руководителя;0;0
коммуникация с отделом продаж;0;0
детейлинг мойка кузова автомобиля ;0;0
профессиональная полировка кузова колесных дисков декоративных вставок в салоне автомобиля;0;0
профессиональная химчистка салона автомобиля;0;0
профессиональная детейлинг уборка салона;0;0
деликатная чистка кожи;0;0
нанесение профессиональных защитных составов на элементы экстерьера и интерьера автомобиля;0;0
подготовка автомобиля к выдаче;0;0
мойка авто ;0;0
входной контроль исполнительной документации подрядчиков;0;0
ведение реестров исполнительной и рабочей документации;0;1
подготовка документов для электронного документооборота и формирование электронного архива;1;1
организация хранения и обеспечение сохранности документов поступивших в архив;1;1
погрузка песка погрузчиком;0;0
выполнение разных работ;0;0
выполнение подготовительных работ к покраске автомобиля ;0;0
развитие сети вендингового оборудования на вверенной территории;0;0
аудит анализ развитие территории;0;0
ведение переговоров с ключевыми клиентами;0;1
работа с документами;0;1
ведение отчетной документации;0;0
организует производство строительномонтажных работ в соответствии с проектной документацией строительными нормами и правилами техническими условиями и другими нормативными документами;0;0
обеспечивает выполнение производственных заданий по вводу объектов в эксплуатацию в установленные сроки;0;0
обеспечивает выполнение строительностроительномонтажных и пусконаладочных работ по всем показателям с соблюдением проектов производства работ;0;0
ведет учет выполненных работ;1;1
работа с готовой базой клиентов;0;0
теплые и холодные звонки;0;0
проведение коммерческих переговоров с потенциальными покупателями;0;0
выезды к потенциальным и существующим потребителям для переговоров и проведения испытаний предлагаемой продукции для решения претензионных споров;0;0
прием и обработка заказов оформление необходимых документов;1;1
контроль дебиторской задолженности;0;0
контроль по заключенным договорам;0;0
ведение отчетности;1;1
участие в обеспечении выполнения личного плана продаж и всего отдела;0;0
участие в проведении выставочных мероприятиях;0;0
грамотность быстрота написания текстов;0;0
наличие опубликованных текстов или портфолио;0;0
работа с базами данных в том числе и с геоданными формирование структуры пространственных баз данных оцифровка объектов правка геометрии и атрибутики данных;0;0
создание наполнение и публикация картографических сервисов на гиссервере;0;0
создание и оформление картографических материалов;0;0
оцифровка картографической информации в тч по материалам дзз;0;0
креативное оформление наружной рекламы ;0;0
подготовка технических заданий для производства;0;0
сортировка древесины и подачи его в станок;0;0
полуавтоматическая сварка металлоконструкций;0;0
чтение чертежей различной сложности собираемых узлов ;0;0
сборка и сварка простых и средней сложности узлов металлоконструкций по чертежам;0;0
составление дду дупт дкп дополнительных соглашений актов приемапередачи;1;1
сопровождение их заключения и контроль исполнения;0;0
взаимодействие с банками с органами и должностными лицами участвующими в;0;0
оформлении сделок с недвижимостью и сопутствующих процедур;0;0
консультация клиентов по телефону и в офисе продаж по всем вопросам связанным с;0;0
заключением и исполнением договоров а также с оформлением сделок с недвижимостью;0;0
сбор информации документов для подготовки договоров дду дупт дкп дополнительных соглашений актов приемапередачи;1;1
обеспечение государственной регистрации прав на недвижимое имущество и сделок с ним;0;0
работа с сервисами электронной регистрации сделок с недвижимостью;0;0
 коммуникация с клиентами о порядке проведения электронной регистрации сделки;0;0
 подготовка пакета документов для направления заявки на электронную регистрацию;1;1
формирование заявления выпуск усиленной квалификационной электронной подписи;0;0
изготовление гибочных изделий из тонколистового металла для кровли и фасада на гибочном станке;0;0
выполнение погрузоразгрузочных работ сопутствующих материалов и готовых изделий;0;0
перевозка людей;0;0
приготовление напитков по ттк;0;0
проведение инвентаризаций;0;0
соблюдение чистоты на рабочем месте;0;0
прием звонков;1;1
ведение клиентской базы;0;1
проведение праздничных мероприятий;0;0
расчетный счет касса работа с кассовым аппаратом;0;0
авансовые отчеты;0;1
материалы основные средства проведение инвентаризации;0;0
расчеты с поставщиками и покупателями;0;0
сверка с контрагентами;0;0
архивирование сканирование документов;1;1
работа в программах с бп зуп контурэкстерн мобильный банк;0;0
прочие поручения главного бухгалтера;0;0
раскрой изделий по лекалам;0;0
подготовка изделий и кроя к вышивке;0;0
обработка вышивки и вырезание нашивок;0;0
дублирование утюжка упаковка готовых изделий;0;0
изготовлениестачивание готовых текстильных изделий;0;0
вышивка по ткани на промышленном оборудовании на автоматических вышивальных машинах;0;0
ведение кадрового делопроизводства;0;0
формирование личных дел сотрудников внесение изменений в документы связанные с трудовой деятельностью;0;0
подготовка документов для приема сотрудников;1;1
ведение табеля учета рабочего времени на сотрудников подразделения;0;1
составление графика отпусков и контроль его соблюдения;0;0
учет неявок сотрудников больничных листов;0;1
частичный поиск и подбор рабочего персонала на вахту;0;0
контроль за состоянием трудовой дисциплины в подразделении и соблюдением сотрудниками пвтр;0;0
работа в программе с зуп;0;0
проведение сухой и влажной уборки;0;0
вынос мусора;0;0
заполнение путевых листов на грузовые автомобили;0;0
списание гсм;0;0
ведение первичной документации;0;1
выполнение других функций на период отсутствия главного бухгалтера;0;0
мытье фасадов зданий;0;0
обрезка деревьев;0;0
демонтажные и погрузоразгрузочные работы;0;0
мы не служба такси ;0;0
служебная развозка сотрудников из кафе ресторанов кинотеатров на легковых автомобилях никаких пьяных гостей не возим только сотрудников;0;0
часы работы с до в будние дни с до в выходные и праздничные дни;0;0
у нас более заведений работы много сотрудники все адекватные;0;0
это идеальный вариант для спокойной подработки в вечернее время;0;0
управление самосвалом quotурал некстquot;0;0
заправка тс топливом смазочными материалами;0;0
строгое соблюдение требований безопасности и скоростного режима;0;0
мелкий ремонт тс;0;0
техническое обслуживание тс;0;0
оформление путевых листов;0;1
выдача списание контроль гсм;0;0
составление отчетов;1;1
прием пациентов как дежурный врач ;0;0
ведение пациентов дневного стационара ;0;0
осмотр пациентов перед постановкой капельниц;0;0
контроль работы медсестер;0;0
поддержание режима;0;0
постановка капельниц;0;0
наполнение каталогов продукции ;0;0
посещение торговых точек по маршруту;0;0
выкладка товара по стандартам;0;0
размещение ценников рекламных материалов дмп;0;0
планирование и маршрутизация доставки продукции;0;0
распределение заказов между водителями с учетом количества упаковок и расположения торговый точек;0;0
печать на цифоровом принтере xerox;0;0
предпечатная и постпечатная подготовка;0;0
резка бумаги визиток листовок;0;0
настройка оборудования;0;0
резка на лазере;0;0
встреча сотрудников компании в хостеле в гтюмень заселение в хостел;0;0
формирование списков сотрудников планируемых на заезд коммуникация с сотрудниками по заезду;0;1
координирование сотрудников в аэропорту на выезд на строительные объекты;0;0
передача информации в центральный офис;0;0
координация сотрудников при прохождении медицинской комиссии;0;0
ведение бухгалтерского и налогового учета;0;1
составление и сдача отчетов в ифнс фсс пфр;1;1
контроль над финансовохозяйственной деятельности предприятия;0;1
оформление и учет первичной бухгалтерской документации;1;1
требуется оператор на дневную и вечернюю смену субботавоскресенье выходной;0;0
на выписку расходных накладных при отгрузке продукции;0;0
встреча клиента;0;0
презентация товара;0;0
предпродажная подготовка товара;0;0
консультирование по стилю подбор аксессуаров;0;1
продажа товара;0;0
поддержка порядка и чистоты в торговом зале;0;0
прием и раскладка товара согласно программе;1;0
ведение переписки в мессенджерах и соцсетях прием входящих звонков встреча пациентов чуткая коммуникация с ними;0;0
контроль порядка уюта в клинике соблюдение высоких стандартов сервиса;0;0
работа с кассой;0;0
грамотное консультирование пациентов по услугам клиники и запись на процедуры к докторам исходящий обзвон записанных пациентов;1;1
активные продажи косметики бадов и прочей продукции представленной в клинике;0;0
инвентаризации заказ расходников;0;0
командная работа на результат c врачами и косметологами;0;0
составление отчетностей в конце каждой смены;0;1
ведение электронной и бумажной документации ;0;1
готовность к постоянному росту изучению большого количества новой информации о врачебной косметологии косметики и эстетической медицине;0;0
осуществление организации контроль и анализ работы аптеки;0;0
прием хранение и реализация медикаментов предметов санитарии гигиены и парафармацевтической продукции;0;0
контроль за соблюдением всех приказов инструкций положений мз рф регламентирующих фармацевтическую деятельность и санитарный режим;0;0
соблюдение режима аптеки;0;0
обеспечение необходимого ассортимента товаров;0;0
контроль товарных запасов;0;0
контроль розничных цен;0;0
контроль за сроками реализации товаров;0;0
обучение персонала работе с документацией регламентирующей фармацевтическую деятельность и кассовую дисциплину;0;0
проведение плановой инвентаризации товарных запасов осуществление контроля за наличием документации;0;0
карточка регистрации ккм;0;0
своевременное и правильное оформление первичной документации;0;1
оформление табеля учета рабочего времени;1;1
осуществление контроля за товарами с ограниченным сроком годности;0;0
управление трактором к применяемым при транспортировке строительных материалов на строительные объекты;0;0
контроль за погрузкой креплением и разгрузкой транспортных средств;0;0
размещать информацию о вакансиях;0;1
заниматься активным поиском достойных кандидатов;0;0
проводить телефонные интервью ;0;1
размещать информацию на корпоративном сайте;0;1
вести необходимую отчетность;1;1
проверка правильности сборки со снятием эксплуатационных диаграмм и характеристик;0;0
устранение дефектов обнаруженных при сборке и испытании узлов и механизмов различной сложности;0;0
испытание узлов и механизмов механической части оборудования на стендах и прессах гидравлического давления;0;0
сборка узлов и механизмов различной сложности в соответствии с картой технологического процесса;0;0
размерная обработка и пригонка деталей при помощи типовых приспособлений оснастки и оборудования;0;0
замеры геометрических параметров обработанной детали;0;0
подгонка натягов и зазоров центрирование монтируемых деталей узлов и агрегатов;0;0
поиск клиентов под имеющуюся технику компании ;0;0
выполнение плана;0;0
организация по перевозке нефтепродуктов транспортом компании;0;0
ведение отчетностизаключение договоровдокументооборот;0;0
подбор заказчиков через ati;0;0
поиск грузов для лично транспорта по рф;0;0
согласование тарифов с контрагентами расчет стоимости и рентабельности перевозок;0;0
уборка общежитий бани су прачечные административные помещения;0;0
убирать помещения коридоры лестницы прилегающую территориюудалять пыль с мебели ковровых изделий подметать и мыть вручную или с помощью машин и приспособлений стены полы лестницы окна и тдсобирать и транспортировать мусор и отходы в установленное место расставлять урны для мусора очищать и дезинфицировать ихчистить и дезинфицировать санузлы душевые гардеробные и другие места общего пользования раза в месяц проводить генеральную уборку сушильных помещений освобождая их от оставленных и ненужных вещейполучать моющие средства инвентарь и обтирочный материал соблюдать график периодичности уборкисоблюдать правила санитарии и гигиены в убираемых местах обеспечивать соблюдение чистоты и порядка на своем рабочем месте ;0;0
активный поиск и привлечение клиентов к сотрудничеству ;0;0
обработка заявок ;0;1
составление коммерческих предложений выставление счетов и заключение договоров;0;1
первичная проверка коммерческой надежности потенциального клиента;1;1
ежедневные продажи нефтепродуктов оптом ;0;0
организация и контроль отгрузок до подписания документов с ух сторон;0;0
ведение отчетности по продажам и отгрузкам клиентам компании;1;1
среднее высшее;0;0
работа в организации с численностью штата свыше человек в качестве единственного специалиста по охране труда;0;0
контроль над проведением вводногоповторноговнеплановогоцелевого инструктажей по охране труда;0;0
организация проведения инструктажей обучения и проверки знаний по охране труда;0;0
оформление и выдача протоколов по охране труда;0;1
составление списков профессий и должностей в соответствии с которыми работники должны проходить обязательные предварительные или периодические медицинские осмотры;0;0
составление списков профессий и должностей в соответствии с которыми работники должны проходить обязательные психиатрические обследования;0;0
осуществление контроля за состоянием условий труда на рабочем месте;0;0
организация специальной оценки условий труда контроль за ее проведением;0;0
организация расследования несчастных случаев на производстве ;0;0
обеспечение работников нормативными документами правилами типовыми инструкциями;0;0
составление отчетности по охране труда в органы исполнительной власти государственной статистической отчетности в области охраны труда;0;0
контроль над обеспечением выдачей средств индивидуальной защиты в соответствии с нормами;0;0
ежемесячный мониторинг подразделений с целью контроля за соблюдением требований от;0;0
составление ежемесячной внутренней отчетности;0;0
разработка интерфейса вебредактора презентаций;0;0
доработка имеющегося функционала системы;0;0
разработка нового функционала развитие системы по требованиям от бизнеса;0;0
участие в разработке архитектуры систем;0;0
обсуждения технических решений бизнесзадач;0;0
поддержкарефакторинг существующего кода;0;0
прокладка кабеля заземление;0;0
чтение машиностроительных чертежей работа ручной и полуавтоматической сваркой;0;0
осуществление различных видов исследований скважин глубинными дистанционными и регистрирующими приборами;0;0
снятие индикаторных кривых и кривых восстановления давления;0;0
шаблонирование насоснокомрессорных труб отбивка забоя и уровня жидкости в скважинах в тч с искривленным стволом;0;0
замер газового фактора исследование фонтанных и компрессорных скважин с высоким давлением через специальные лубрикаторы и трапсепараторы с отбором проб жидкостей газа и газоконденсатных смесей;0;0
производство исследовательских работ по гидропрослушиванию пластов;0;0
отбор глубинных проб нефти и воды пробоотборником;0;0
выполнение плана продаж обеспечивание высокого уровня качественных показателей ;0;0
